,attack
98193,14
47408,14
2153,7
138693,14
69498,14
129579,14
40331,24
73109,14
121605,26
109528,1
102714,7
52019,14
63755,26
104348,14
40114,14
71007,24
129624,14
35444,14
4524,14
9647,15
72148,14
99104,14
81674,14
3650,19
144355,14
2624,14
45637,14
15720,14
79742,7
64461,7
141534,14
2174,14
81233,7
414,14
138746,34
130651,26
120566,7
20869,14
58575,14
4526,14
60980,26
119484,14
78175,14
61446,24
121544,14
68998,14
70728,7
103581,14
132609,23
67079,14
50490,14
32424,19
118765,7
82109,14
121960,14
146057,24
92958,19
130051,18
39325,14
65523,14
140356,14
144547,14
105325,14
114627,14
78257,14
120532,14
8684,14
8764,14
6251,14
18030,14
56779,14
51678,14
3965,19
63064,14
15345,14
37563,14
48157,7
90028,14
114238,7
101698,14
88645,14
45346,26
85634,14
146883,20
129200,4
54587,19
33832,14
127386,11
42171,14
39228,14
66434,14
131164,14
116295,14
110383,14
51168,14
134334,4
82890,14
8871,14
147472,14
132910,20
139317,26
59491,14
129190,2
81158,24
128058,14
33126,14
38119,14
43918,15
97316,31
80200,14
61730,14
99483,14
129014,14
34114,14
90098,14
40068,14
24200,24
74275,14
69460,14
16433,24
47212,14
35237,14
145463,24
143720,26
23399,14
83537,14
5582,14
105867,26
109773,24
62622,14
14872,14
15199,15
145142,14
140266,14
10109,14
21950,14
135106,26
40036,14
99694,14
6033,14
136574,20
76527,24
96752,14
48198,31
86272,14
121707,14
52238,14
117481,14
34710,14
144194,15
11653,14
95393,24
53376,14
82750,14
59418,19
41953,24
68042,14
109891,14
138510,10
125213,14
91046,19
143981,0
22133,14
144796,14
108660,14
104619,7
110520,14
34550,14
33127,14
104940,14
31326,14
86276,14
52683,26
66223,14
20337,14
431,26
97643,14
70298,14
146407,34
56545,14
137265,14
15306,14
124887,15
115816,14
7498,14
30638,14
16289,24
64861,14
146412,4
136983,14
129708,26
56721,14
48842,14
32193,31
101497,24
48989,14
39160,14
103678,14
11171,14
64608,14
51745,14
135602,0
130715,34
56162,14
107074,14
125645,14
73076,14
43622,14
143127,26
143287,10
81232,14
120629,14
50000,14
60304,14
29682,14
54145,14
68604,14
16964,14
39724,14
93430,14
120949,14
141729,34
86672,14
38675,14
55010,14
53919,14
139657,4
73099,14
53841,14
140869,4
143838,11
118481,14
14613,14
109283,14
37353,14
39190,26
96697,14
106211,14
94048,14
45672,14
33061,14
56414,14
13706,14
52928,14
143345,4
103446,14
26157,14
105866,26
135021,4
29300,14
34594,33
134475,14
42938,14
107913,14
89950,14
128807,14
58932,14
100864,14
78767,14
46744,14
88132,19
59323,14
129391,28
75217,24
47773,14
59134,14
32992,14
40415,26
90645,7
96260,14
53226,14
45502,14
147324,34
32668,14
136571,14
103732,14
45228,14
55970,24
4324,14
93910,14
36313,14
109616,19
50218,14
21819,14
82465,14
53785,14
130800,4
42720,24
20294,14
88796,26
103376,14
132350,14
22384,14
64106,15
40024,14
110202,7
31458,7
100670,1
99083,26
50068,14
25601,14
54203,14
10409,26
141099,14
105506,14
19847,15
3523,7
277,14
30357,14
7778,26
107323,24
123892,19
121790,14
90094,24
34142,14
106940,26
42449,24
77780,15
12727,14
78219,14
83916,14
78805,14
143084,14
142423,0
99253,7
51886,26
82130,14
57475,24
112696,31
59305,14
100778,14
23271,19
21759,14
51702,14
115743,1
143206,14
140893,0
119269,14
66978,14
104381,19
23255,14
45344,14
63941,14
58645,7
10252,14
24966,14
15123,14
142638,11
60181,24
10709,14
55725,14
66082,14
144426,34
14885,14
22530,14
119155,33
41605,14
6715,7
131508,0
130087,14
108972,14
147385,20
49261,14
42257,14
40902,14
35405,15
132907,4
82744,14
114813,15
72426,33
56745,14
116782,14
60566,14
143747,5
90393,14
51320,26
45587,14
8520,14
24551,14
142690,14
49075,24
87256,14
106048,14
86350,33
64713,14
55826,14
27211,26
82639,31
7568,14
45234,15
49101,14
56075,14
137472,26
102560,14
29894,26
35698,14
48626,14
116215,24
22758,14
23300,7
38837,14
15533,14
126783,20
15463,14
50761,24
8732,14
98300,14
120391,26
98301,15
27344,14
125085,14
138025,0
78115,14
105793,14
15010,14
44412,7
91705,31
46830,24
78344,14
35514,24
79907,14
23141,14
14289,19
27930,19
144621,24
112514,24
137328,26
17336,14
130356,20
11942,14
142319,4
114029,7
41508,14
26193,14
130834,24
74144,14
54729,26
102176,14
144100,14
144120,20
38066,24
19891,14
108477,14
42159,14
57532,14
145080,24
88390,19
54042,14
80689,14
50702,19
48040,14
86847,14
42947,7
13467,14
52639,14
97095,14
82456,19
133171,4
73915,14
24026,14
51673,14
103803,14
98826,19
68284,26
29881,14
138830,28
94428,14
85508,14
112118,1
45360,14
23142,14
63983,14
108823,14
54796,14
55672,14
16137,14
135147,0
93953,14
47039,1
37179,19
143313,14
48912,33
70207,7
101295,24
59769,14
140280,20
22713,14
124204,19
20569,14
4389,14
100935,14
126274,1
126668,4
73989,14
10563,7
140005,14
92150,14
92235,24
59008,14
136740,4
128810,14
135,14
135806,14
135795,20
131784,20
50117,26
119461,14
4261,14
122561,14
139251,23
74093,14
89111,15
116530,14
130534,34
41006,14
50512,14
98363,7
89976,33
110632,14
51796,14
113898,14
16045,14
103755,14
55170,14
92183,14
95619,24
18310,19
121776,14
48497,14
104708,24
146068,14
135541,24
24878,14
129111,14
68276,14
19002,26
99365,14
10581,14
126809,34
23418,14
137753,24
111950,14
51521,14
106229,14
93355,14
43711,14
113550,18
81242,14
60644,7
17309,19
23047,1
132344,4
49603,14
126629,11
102262,14
136817,14
18985,24
70593,31
84631,14
26754,14
14221,14
148289,24
102153,14
46619,14
89912,15
65824,14
50161,14
46665,26
27176,14
29439,1
46625,14
78200,19
101507,14
63643,14
116974,14
116894,14
134206,13
27077,14
34288,24
6984,14
146782,24
61661,14
131399,14
122718,14
32921,14
39088,14
115841,14
109873,14
99178,31
21957,14
37504,14
25616,19
114716,18
39264,14
81894,14
52087,14
133441,7
135774,14
28661,14
99413,14
120818,14
18340,14
78155,14
117512,19
127177,14
77020,26
48010,14
4735,14
32943,14
8044,14
40457,24
132197,5
61389,14
124408,14
31625,24
132955,14
136457,12
140658,1
71728,14
61639,7
111638,14
88427,14
73472,14
49791,31
146062,14
140666,14
101540,14
77249,14
43714,14
109704,19
110073,7
75646,33
32022,14
79741,14
140273,14
53494,19
54011,14
101285,14
93913,14
138679,34
127479,14
128792,14
70304,26
119180,14
123076,14
21434,14
54307,14
96625,1
90053,14
45123,14
143498,24
92016,24
34273,24
101541,14
137039,34
40242,14
132961,14
71400,14
3933,14
24675,15
61385,14
64846,18
108510,14
121183,14
47922,14
47409,14
113797,14
99868,14
108668,19
56817,14
12469,7
77538,15
111473,14
91430,14
113701,14
29043,14
98482,14
15381,18
60420,14
18855,14
112321,14
140894,14
32825,14
82120,14
77496,19
85540,14
133971,14
92903,33
48974,31
16215,14
4189,14
107581,19
109665,14
27593,14
101730,24
143134,14
113535,14
58154,14
100271,14
123252,14
102339,7
113209,14
104655,14
65109,14
111877,7
137429,23
128656,11
68540,1
103569,14
127597,4
117378,19
131297,34
146072,20
96751,14
65500,14
144545,14
70877,14
48367,14
78826,14
55487,7
18005,31
104828,14
85793,14
96816,14
27711,14
96221,14
128641,34
95756,26
62413,14
3424,33
39450,15
35410,14
130122,4
39647,14
119072,14
96385,14
73558,14
91223,14
55318,33
117488,14
8598,14
122214,7
102177,14
70809,14
60356,19
77090,14
104033,14
89127,14
35793,14
71347,14
46905,14
64780,14
127993,26
125713,19
941,14
110949,14
135804,14
111905,7
96956,14
107082,14
1638,14
144618,34
107377,14
142087,14
145701,5
15806,14
119126,14
130002,26
27678,14
51437,14
142686,14
17082,14
141807,14
85260,14
18539,14
104265,14
33806,14
93616,19
59346,24
14757,7
100757,31
69223,14
118554,14
106210,14
43163,14
78952,26
42890,14
125255,14
120734,14
114702,24
46820,24
112389,14
91174,19
71019,14
49327,14
136078,34
29143,1
37550,24
23178,14
110584,14
2422,14
16069,14
53462,14
142586,15
62447,24
71310,14
88927,14
119286,14
33112,14
114016,18
78274,24
71022,14
54963,14
26257,26
147516,0
10566,24
133869,19
77014,7
62401,14
116490,14
93012,14
91244,26
48608,14
20881,14
118510,7
88809,14
36020,19
94921,14
117529,14
77758,14
25537,14
15771,24
133250,14
55091,19
36531,14
100628,19
21238,14
86161,14
30442,14
125448,14
65719,14
73067,1
132383,34
93884,14
9839,14
50550,14
136451,14
23061,14
65445,14
4286,14
18932,14
113915,14
143255,4
147375,27
135204,7
63102,14
117826,14
83751,14
26531,14
109604,14
23533,14
80740,33
7926,14
87590,14
52190,14
47016,14
67166,31
73405,14
89246,24
71719,19
71941,14
146766,4
59312,19
88081,14
126138,14
22846,31
138063,26
76598,26
93254,14
5352,14
56674,19
66878,26
145522,23
143692,14
9146,14
96985,14
143088,4
23994,19
14992,14
78519,14
141180,34
28593,14
85973,14
64159,14
105306,14
120242,7
113076,7
116946,14
14521,14
118746,14
85734,14
55690,24
66338,14
99949,14
124766,14
34281,31
19825,14
120066,14
122593,14
111517,26
16509,14
24221,14
26441,14
9504,24
23670,14
38590,19
89738,14
134101,11
30261,14
49887,14
79989,14
70418,14
1517,15
1772,14
131427,24
92328,14
6716,14
99864,14
100352,26
144138,14
9295,14
134709,14
60537,14
16730,14
50835,14
59752,8
61414,14
50090,14
1890,24
59120,18
44463,14
49673,7
131975,4
103814,14
36218,24
142811,14
88510,14
146769,31
68198,14
78661,14
30503,18
104537,14
141113,14
71258,19
27153,14
139385,19
7696,14
19187,24
90381,24
89764,14
143229,4
139233,14
65128,14
2199,7
104714,14
141941,19
119366,14
25330,14
127203,4
10340,14
55922,19
80357,14
93976,14
11313,14
119275,14
19054,14
4197,14
113639,14
35134,14
87572,14
98129,14
25612,7
99089,14
137395,10
107493,14
52060,14
75333,14
3637,31
45650,14
117978,14
113827,14
148060,0
27336,14
31466,19
142974,14
81640,14
37303,14
82429,19
96379,7
131958,14
27559,7
52138,19
21983,24
84646,24
123417,14
118595,14
140986,10
115551,14
74198,14
72270,24
5815,14
58786,14
57530,14
34160,26
87556,14
104127,14
98090,14
114356,19
77480,14
22745,14
17,7
115633,14
133229,34
19404,31
50467,14
68374,14
143664,7
130291,14
41640,26
31564,14
110007,7
58201,14
51710,14
35074,33
28717,14
15752,14
39097,24
122956,14
122100,14
37602,14
15890,14
27776,14
75502,24
132458,14
128708,4
823,19
55355,14
69795,14
57550,14
9412,14
71805,14
21714,14
66308,31
57168,14
98077,24
60943,26
9080,14
6050,14
38888,14
94430,14
115268,14
32873,14
106359,7
86525,14
7557,14
141232,0
74508,14
1329,14
12116,14
46951,14
125496,14
20253,14
47440,19
49506,14
143068,28
133409,10
55733,14
141318,24
454,14
127248,18
71372,14
130457,4
92962,26
111585,14
25806,14
24248,14
30152,24
46450,14
132670,14
59640,14
106782,7
47106,14
133061,19
109467,14
146655,14
111845,24
50772,14
131823,19
45179,1
95638,14
33374,19
40757,14
70914,14
5614,14
63543,24
125436,14
60061,7
26740,14
142327,14
140097,1
64245,14
86498,14
35544,14
24871,14
52197,14
54845,14
28727,26
145649,14
146727,14
45177,14
35160,14
147149,23
90249,26
93019,14
38531,14
134407,27
8991,14
23578,7
65339,7
5247,14
53323,14
73503,14
12877,14
147237,14
79770,14
68424,14
104256,14
4187,14
97744,19
113687,14
141290,34
79999,14
107094,26
17633,14
5264,7
118432,7
144825,26
123037,14
5252,14
146142,11
35649,14
144754,24
133861,11
12620,14
22440,14
22876,14
93415,33
41625,14
48624,19
137393,20
48722,15
16675,7
78228,14
35167,14
18362,7
139666,14
73772,14
115161,1
3181,14
88166,14
46533,14
131886,26
82316,26
134769,24
98559,14
117725,14
59698,14
24707,7
114714,7
108355,14
49440,14
12668,24
123594,14
93378,14
87198,14
82462,14
73142,14
122666,14
50703,7
71031,26
58869,14
94614,14
144347,14
65740,14
100224,14
76572,14
125862,26
93656,14
77237,14
125507,14
6418,14
480,14
16251,14
142314,26
18627,14
40670,14
77856,14
85243,15
94559,15
65125,14
65557,19
122152,14
136356,14
115662,14
75523,14
116491,19
74191,14
51965,24
92319,14
144603,14
5316,14
27243,7
58500,26
139722,23
135419,24
50043,24
91958,14
51736,14
55247,14
96178,14
103574,24
79520,1
108408,14
9181,14
29131,15
82090,14
17797,19
90964,14
73171,14
143791,14
103050,14
92843,14
146642,26
76600,26
136942,4
115014,14
42327,14
63133,14
94008,14
108913,14
90840,24
41947,14
136517,27
119530,24
132931,12
140761,5
15546,7
133127,34
109613,14
7925,14
38423,14
125762,14
51259,14
4299,14
84049,14
146988,1
90612,14
69999,14
133012,34
41757,1
60840,14
105485,14
16029,7
144010,1
143652,14
4909,1
111238,14
124431,24
8106,26
20587,24
145687,0
64880,24
106601,14
109000,14
141578,23
42155,24
98067,26
37712,14
147504,20
7849,14
101344,14
23510,14
86744,14
21249,14
139799,4
5474,14
89780,14
78303,14
37350,7
110668,14
124545,14
55172,14
9381,14
85217,14
6636,4
61390,7
13429,14
98638,7
111388,14
37513,14
87097,14
51797,14
90970,14
9596,14
47279,14
7706,14
141348,10
80858,7
29134,14
27043,14
134075,14
131964,14
120224,7
20160,14
52345,14
32130,14
117520,14
46358,26
26060,14
100358,14
5049,15
10396,14
135004,11
36128,24
24855,14
143386,34
25533,14
76582,14
8893,14
66915,14
5618,14
102782,14
39671,19
4145,14
50553,14
71721,14
13415,14
104318,14
137356,14
71435,14
135481,0
74855,14
143116,34
138568,11
33181,14
83995,15
129045,11
54703,14
47402,14
119969,15
87034,19
121358,14
52471,14
125039,14
75105,14
51239,24
59757,14
17966,14
47652,14
66819,14
75450,14
79967,7
106286,14
47904,14
31719,26
143602,11
121285,7
1999,14
126159,14
81772,7
46790,14
112778,26
125774,15
92437,1
44292,33
88216,33
61250,33
51451,24
33717,26
29161,14
107395,14
144591,4
33684,14
11756,14
10699,14
32127,14
31633,14
82249,14
134373,20
99757,19
89290,14
142165,10
123228,14
110278,14
96945,14
51294,14
21755,14
29334,14
127548,14
30992,14
26526,14
97466,14
142280,14
37217,14
19822,14
43821,24
138519,26
22793,14
144257,14
95729,14
18294,24
68682,14
91648,14
81224,19
143781,14
144745,11
136055,4
19180,14
111032,14
13859,19
48413,14
135909,4
32716,1
122015,15
48731,14
36426,14
141698,20
81194,14
73935,31
62071,14
30886,14
55891,14
65978,24
79888,7
77762,14
126348,14
108254,14
89236,14
122543,14
106356,26
137864,4
135412,34
107565,24
19719,14
22183,14
7928,26
107750,14
42625,14
107495,14
43920,24
143263,0
19425,14
3910,14
50365,14
110767,19
47582,7
55381,14
16929,14
133702,15
90047,14
92324,14
20076,14
4687,7
42915,14
62129,14
106690,15
4224,14
98125,14
55896,14
102903,24
50625,14
12454,14
103075,24
22625,14
42905,7
85599,14
116078,14
93567,7
106164,14
60832,14
95789,14
102987,14
103257,19
24726,14
22311,15
103109,26
28151,14
97668,14
62325,14
61929,14
119636,14
37211,14
54882,14
39910,14
55357,26
71376,26
143642,14
10051,14
143487,14
3421,14
67022,14
138697,14
63973,14
74152,14
110935,14
79235,14
21563,14
146636,14
46265,14
97458,14
134346,14
4125,14
3953,26
67449,14
52638,24
101231,24
131157,26
71677,14
64327,14
79536,26
83057,14
98705,26
1787,14
126656,26
100160,26
224,7
146242,14
91586,14
34747,14
104047,14
47096,24
116476,24
37556,1
123651,14
111386,24
12020,14
80992,14
85606,7
72976,26
30932,14
72660,19
45554,14
120943,14
94899,7
48383,14
137349,26
147229,19
138603,14
18755,14
84116,14
130957,23
1139,14
144271,14
7207,14
141203,20
66115,14
93302,14
1808,15
135697,10
125736,1
43102,14
40263,14
1572,19
35159,14
75049,14
142218,14
16471,14
68946,14
46700,24
37163,14
84456,14
36232,14
52514,1
30764,14
112879,14
137205,0
49948,14
32051,14
116248,15
115766,14
58874,14
49252,14
15430,14
124453,7
80930,14
126980,14
3327,14
39591,26
47616,24
76704,14
118132,14
107932,18
47415,14
13961,14
146452,34
58514,14
106126,26
126630,34
114616,26
128256,26
130275,20
50552,7
125201,7
61835,24
134176,14
134460,4
101078,14
70790,14
142138,11
70623,14
38591,14
4792,14
110166,14
136977,7
132709,11
134868,11
127351,24
91045,14
26163,14
98307,14
23956,14
113810,8
128398,14
71673,14
119496,14
79983,1
95192,26
60761,14
14807,14
80069,14
53148,7
144670,34
18654,14
113842,14
71704,31
127914,26
29163,26
84099,14
37355,14
33697,31
83958,14
131608,14
41785,14
112123,14
94179,19
15251,24
52399,14
105347,14
16591,14
130420,11
46690,14
120422,7
98048,14
94795,7
71723,14
146762,24
146058,14
29223,14
23526,14
133224,11
9620,31
84085,14
51021,7
122864,14
101226,14
56362,14
5259,14
91692,24
126366,23
23422,7
3617,14
85489,7
28067,14
142027,1
31044,19
119453,14
70165,14
27884,7
11634,14
73026,14
44765,19
75774,14
142511,26
28313,14
9153,14
130101,11
98112,14
146486,11
105064,26
145802,14
61057,14
59437,26
69312,14
79729,14
142679,34
61019,7
27938,14
38084,14
14825,14
114987,14
8747,14
100232,1
47470,14
67310,15
61072,14
104814,14
94908,14
56241,14
88972,14
15113,24
140443,14
101484,14
37524,14
26544,15
37265,14
133273,14
118409,19
45278,14
28861,24
59615,14
94808,7
112375,14
65305,14
84032,26
24101,14
35701,15
137877,14
128080,0
93392,26
9532,7
109541,14
33066,24
23602,14
95176,1
133532,19
133654,14
132981,34
32994,26
120133,14
57328,14
77677,24
9143,14
29615,14
129104,11
45324,14
142041,11
36542,14
124744,14
36228,14
1115,26
13993,31
63339,14
22382,14
24869,14
15248,14
106757,1
603,7
148021,14
69142,31
55105,14
7980,14
68907,14
129746,14
130526,14
81915,7
47867,14
759,7
82407,14
12953,14
138463,20
105960,14
143729,34
99635,14
80717,14
18866,14
133286,34
132866,19
112131,14
62667,15
134674,34
52507,14
86621,7
26755,14
144904,4
54053,14
95205,14
2778,14
40186,14
31310,14
49794,14
9866,7
33637,14
13003,14
107817,7
124742,15
77000,14
147816,34
130597,14
104968,14
131147,14
5320,14
102319,19
106844,26
135933,11
89133,7
106390,14
10097,19
97755,14
131304,4
56616,7
76115,19
36263,14
123872,7
41951,14
100090,14
118427,14
138318,0
49863,26
16388,19
140892,0
36115,14
38441,14
49594,14
107948,14
127636,14
91290,7
35736,14
22875,14
9796,14
125184,24
40472,33
32157,14
23385,24
88164,14
86238,14
13751,19
124235,14
49671,14
8440,14
124977,14
18726,14
118153,14
123657,24
147983,20
106547,14
97517,24
144556,14
53475,14
36833,15
82808,14
40861,18
81955,14
129783,14
6220,24
136843,34
83731,14
134781,34
38923,14
31308,24
7921,15
2763,14
41975,14
41722,7
667,14
10695,14
81014,14
62788,14
53491,26
35888,14
106558,24
32209,14
77639,14
3705,7
57772,14
51571,14
100704,14
25854,26
119471,14
136895,23
40721,14
13732,14
91024,18
20170,14
9926,19
66156,14
13608,14
19677,14
81967,14
1012,14
90092,7
83394,14
29648,14
119447,14
122179,14
45691,14
135723,23
63914,14
105789,14
28038,14
28439,14
91489,14
91937,9
31963,14
114974,26
2066,14
111296,14
18425,15
121502,15
128776,4
126977,1
143725,14
57685,14
107476,14
133349,14
101840,7
87639,15
24582,15
70214,14
3475,14
118047,26
86798,15
22439,14
41211,14
44683,14
110363,14
106474,14
56580,14
146472,28
28362,14
103390,19
44204,14
39933,24
116183,14
34270,14
113387,14
2002,14
48327,14
141542,14
128835,24
59377,14
87513,26
71856,14
97524,14
136967,14
109273,14
136120,7
131172,28
74960,14
123208,31
133816,14
108612,14
130346,14
85428,14
131116,14
20213,24
5954,14
75983,24
23752,14
69953,14
19652,14
5210,14
73382,1
82472,14
141992,23
113963,14
79419,7
15870,14
57860,14
142957,14
92371,15
29065,14
142931,14
104687,14
69473,14
383,14
70365,19
51954,14
111155,14
69960,14
82364,1
109159,14
129534,11
73877,19
80061,7
96658,14
96623,14
77233,14
140473,20
28977,14
114282,14
112808,14
96299,14
38791,19
119731,14
47800,14
27755,14
70327,7
34576,26
86512,14
1434,14
46328,14
68662,33
39415,14
87526,24
125438,24
70965,14
53231,14
87273,14
35780,26
39856,14
79048,14
105053,14
42800,14
136653,14
79076,14
146348,20
97410,14
6141,14
139794,23
58330,14
82409,14
104536,7
127857,23
42186,14
72024,14
50022,14
143548,5
77405,14
61179,1
103201,14
81796,26
43737,14
39584,7
33781,19
107781,14
130712,14
1889,7
39704,15
70619,19
7820,14
140299,11
59653,19
3280,24
147210,20
41362,14
14254,14
21107,14
15902,7
2343,14
142628,14
124898,14
138788,34
46152,14
80317,14
122697,14
26923,7
21120,7
38987,14
136801,14
53327,14
44444,24
132706,26
87942,14
71535,24
4280,14
35815,14
80169,14
9561,15
77946,7
117812,19
140807,11
57189,14
146610,14
42293,14
44018,14
118863,14
107568,14
145309,24
95120,7
86415,14
20621,33
121247,14
142071,10
121337,14
11125,14
9860,7
81459,14
73816,7
10172,14
95543,24
28901,24
1916,33
75527,14
32822,14
37942,14
80143,14
102732,15
87231,14
40477,1
83097,24
132508,14
6667,14
120031,14
69334,14
49187,14
108409,14
69961,14
28454,14
5627,14
11007,14
32678,14
36152,24
123469,14
56206,14
24217,14
79370,14
30993,14
85648,14
9932,14
58196,14
9939,14
128697,7
141281,0
100212,14
24531,31
82933,14
39393,14
66052,14
42613,19
84804,7
73990,14
15266,14
117084,24
143752,4
32026,14
114924,14
82005,7
13278,15
146312,4
125742,26
51671,14
74721,24
72688,14
31537,14
81132,14
34105,26
1117,14
25096,26
74265,14
101243,19
131811,4
72689,19
39406,14
14759,14
42396,2
76279,14
144223,14
44054,19
139438,14
123345,14
41718,14
52026,19
34748,26
117427,7
146759,23
56249,15
8154,14
68520,19
145073,14
5179,14
79917,14
120152,14
77591,14
131732,4
116998,14
118623,14
84479,14
114160,14
64580,14
6924,19
55258,14
37970,14
48432,14
10862,14
128216,14
61428,19
79215,14
8034,14
66425,14
46490,7
28326,14
19185,14
87005,14
24178,14
14841,14
46725,14
55131,14
114165,26
117165,14
126079,21
105802,14
6639,14
41396,14
1565,14
24599,14
82195,14
3658,14
102558,7
32596,14
145949,34
99925,14
71336,7
43185,14
89450,14
8347,14
120158,14
106987,14
135812,14
117145,14
9835,14
26165,14
132971,19
36179,14
129846,0
4275,19
141991,14
23720,31
104900,14
131174,23
143738,14
6042,14
76244,33
71161,14
21585,14
126149,24
47248,7
100707,14
33397,15
90473,14
61025,14
92304,24
66624,14
108122,14
137224,4
35329,24
69337,14
7422,1
134826,26
108390,24
137852,14
103179,31
128074,20
32896,14
44959,14
10256,14
28804,24
94250,14
85594,19
83809,24
130892,14
117055,14
97403,14
117961,14
133569,14
34714,14
66107,14
20883,14
123777,14
29089,19
32137,7
120284,14
71229,19
107515,7
102539,14
51905,14
53723,14
108695,15
45042,26
131790,36
15658,14
144411,19
10602,14
67261,14
129034,14
58689,19
59396,14
133901,0
130944,11
12676,19
103795,14
70646,14
89452,14
20830,14
48750,9
104616,1
64032,14
140484,14
50536,26
89719,7
102382,14
71157,14
59265,19
106160,14
43537,14
11914,31
141915,7
68175,14
70086,14
87771,7
22901,24
139044,0
8880,14
115054,24
48421,7
124158,31
128196,14
86045,14
2945,19
116929,26
20298,14
34848,7
89778,24
16943,14
58130,14
9619,26
33830,14
75731,14
103736,14
124810,14
105618,14
28908,14
48757,14
107930,14
53461,19
130971,14
144124,14
8119,26
133398,5
13628,14
55184,14
62303,31
90800,26
39764,14
7278,14
48461,14
117736,7
126227,14
76133,19
95037,15
139082,27
34912,19
72832,14
68851,14
27195,14
46493,14
8138,14
15140,14
127999,10
87204,14
33829,14
62505,14
93322,14
2854,14
39312,14
13763,14
90142,1
83102,31
21966,14
43699,33
41438,1
118341,24
14716,14
6743,26
62964,14
142353,14
137980,1
118986,14
49369,14
131851,20
78899,14
2341,24
55796,14
93551,14
115154,14
39186,7
74758,14
17669,24
88526,14
116833,26
62298,15
30698,14
131419,34
53544,7
19206,14
11757,14
67181,33
100166,14
121837,14
139003,26
143889,14
109343,14
46469,14
28034,14
9230,14
89893,19
141267,34
112191,19
125144,14
31357,14
95602,14
136336,4
45853,14
771,14
54414,14
93508,14
103247,14
145856,1
113705,7
3963,14
68377,1
139071,14
140230,11
123941,14
34148,14
139580,14
36941,14
73841,14
16616,19
66738,14
82691,14
2405,7
114867,14
47026,14
104325,14
13607,14
32314,14
72182,14
96406,14
141168,34
45034,14
62289,14
12380,14
93822,24
34687,14
40844,15
130926,23
72978,26
35135,14
131590,26
4964,26
139031,28
52332,14
137222,14
5243,14
117780,14
78937,19
16553,14
94332,14
93393,14
101253,14
113970,14
9129,33
99724,14
135079,4
120528,7
60684,19
93296,14
112201,14
143009,12
56163,14
37527,14
23565,14
98026,14
81539,14
48191,14
53719,19
72540,14
136708,4
40250,14
128026,11
25188,33
56428,14
109487,14
42946,1
23334,14
136810,14
43784,14
49923,14
120490,19
57825,24
95610,7
126302,14
91847,14
69402,18
108106,14
92297,14
101804,14
59717,14
30196,14
99449,24
111262,14
118596,7
43962,14
46107,14
10941,24
136114,0
117377,19
121606,14
23911,14
23866,14
97159,14
109182,14
49357,14
119020,14
201,14
100322,14
37240,14
7200,14
131098,14
70478,14
55726,14
87928,14
23580,24
9544,26
68406,14
117704,14
99121,14
107840,14
6127,14
131336,14
7,14
94246,14
101719,14
495,14
148355,14
15454,24
42032,14
114658,14
100993,15
104193,1
14864,14
15536,14
17048,14
105031,14
140706,14
104000,7
52115,14
90199,14
29055,14
90627,14
18885,24
65142,14
16869,14
15829,1
89579,14
112041,14
84785,14
66934,14
143623,24
87850,15
43628,24
125829,14
110928,24
145768,24
137803,4
22338,7
96313,14
103973,14
34561,14
49371,26
122903,14
18523,14
128504,24
121988,14
1416,14
65225,14
75577,14
22800,14
144200,11
101064,33
6554,26
54218,14
89963,14
27817,7
115480,14
84989,7
18829,14
13524,14
5100,14
63619,14
147004,14
39821,31
126751,14
97822,14
9946,14
116470,14
60509,14
30724,14
113086,14
59078,14
69805,19
83563,14
145838,14
60589,14
49925,7
49310,14
2967,14
69202,14
1592,14
17496,14
33487,14
33671,14
89002,14
46422,24
147997,14
94751,14
37636,14
129694,14
80183,14
86872,14
92241,14
133206,14
146915,14
11243,14
12336,14
5465,14
76816,26
5458,14
66423,14
34624,19
41521,14
34384,14
144299,14
53510,14
67231,14
119238,14
132341,14
125920,14
105638,19
44061,14
99649,14
25456,14
105588,14
25592,14
112173,14
143979,26
88614,14
91075,14
46902,14
102818,14
25535,14
71522,14
8145,14
118565,7
31013,26
72487,14
127954,14
130720,28
23370,31
141324,4
138245,11
83520,24
64354,14
116937,14
75864,14
129980,14
28305,14
103875,26
11267,14
146147,0
6292,26
27468,24
136258,23
20277,14
63950,24
50108,14
59756,14
132323,14
141867,14
8480,14
141799,14
73767,7
12428,14
60502,14
56060,14
98016,14
21612,14
124053,1
83760,14
68656,14
106538,19
97936,7
59487,26
48807,14
107421,14
34339,14
135114,14
108015,24
9463,7
75358,14
97388,14
78282,24
18598,19
140002,14
49196,14
147567,11
28628,14
133057,14
121680,14
73159,14
129528,11
51268,14
132820,1
92155,14
126685,24
130510,14
147715,24
29120,7
86354,15
99453,24
26965,26
2843,19
81748,14
113431,14
61243,14
144826,20
84916,14
144180,11
81925,7
21098,14
135269,4
24894,14
140043,14
147941,14
16679,24
145855,28
120174,14
62558,14
51730,24
86505,14
115620,14
114751,19
60339,14
100764,14
11190,33
7033,19
109377,14
42546,14
123881,19
10903,14
39883,14
109674,24
105613,24
19473,14
24824,14
134152,23
108250,7
138372,14
145919,20
110194,14
55531,14
70390,14
55294,14
15971,14
119614,19
129680,4
38652,7
4878,14
146896,14
89925,14
27674,15
37076,14
27442,14
131018,14
6461,14
128499,14
57488,14
26824,14
69184,14
144757,24
75869,14
138314,26
80164,14
92598,15
65042,14
59675,14
53230,14
76531,14
132104,14
45854,24
74291,14
147192,14
